Video Tag,Clip Id,Labels,Frame Number,X,Y,Width,Height,Person Id
aJKL0ahn1Dk,1,"[['Happy'], ['Neutral'], ['Happy']]",19934,41.50550087,3.347487615,39.13144181,95.56970984,0
aJKL0ahn1Dk,1,"[['Happy'], ['Neutral'], ['Happy']]",19940,41.78343949,3.347487615,38.85350318,95.56970984,0
aJKL0ahn1Dk,1,"[['Happy'], ['Neutral'], ['Happy']]",19946,41.78343949,3.347487615,38.85350318,95.56970984,0
aJKL0ahn1Dk,1,"[['Happy'], ['Sad'], ['Neutral']]",19952,3.566878981,0.629865534,64.07643312,98.46426044,3
aJKL0ahn1Dk,1,"[['Happy'], ['Sad'], ['Neutral']]",19958,2.675159236,0.629865534,64.54352442,98.46426044,3
aJKL0ahn1Dk,1,"[['Happy'], ['Sad'], ['Neutral']]",19964,1.78343949,0.629865534,65.01061571,98.46426044,3
aJKL0ahn1Dk,1,"[['Happy'], ['Sad'], ['Neutral']]",19970,0.891719745,0.629865534,65.47770701,98.46426044,3
aJKL0ahn1Dk,1,"[['Happy'], ['Sad'], ['Neutral']]",19976,0.382165605,0.629865534,61.78343949,98.46426044,3
aJKL0ahn1Dk,1,"[['Happy'], ['Sad'], ['Neutral']]",19982,0.382165605,0.629865534,58.99909008,98.46426044,3
aJKL0ahn1Dk,1,"[['Happy'], ['Sad'], ['Neutral']]",19988,0.382165605,0.629865534,56.21474067,98.46426044,3
aJKL0ahn1Dk,1,"[['Happy'], ['Sad'], ['Neutral']]",19998,0.382165605,0.629865534,55.2866242,98.46426044,3
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Happy']]",20006,38.5077343,3.121019108,38.80254777,96.67617026,0
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Happy']]",20012,38.944495,3.121019108,38.34394904,96.63734708,0
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Happy']]",20018,39.38125569,3.121019108,37.88535032,96.59852391,0
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Happy']]",20024,39.81801638,3.121019108,37.42675159,96.55970074,0
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Happy']]",20030,40.25477707,3.121019108,36.96815287,96.52087757,0
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Happy']]",20036,40.69153776,3.121019108,36.50955414,96.48205439,0
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Happy']]",20042,41.21929026,2.79749267,36.43312102,96.63734708,0
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Happy']]",20048,41.40127389,2.668082095,36.43312102,96.70205237,0
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Happy']]",20054,41.40127389,2.668082095,36.43312102,96.70205237,0
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Happy']]",20060,41.40127389,2.668082095,36.43312102,96.70205237,0
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Happy']]",20066,41.40127389,2.668082095,36.43312102,96.70205237,0
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Happy']]",20072,41.40127389,2.668082095,36.43312102,96.70205237,0
aJKL0ahn1Dk,1,"[['Happy'], ['Fear'], ['Fear']]",20078,7.515923567,6.518046709,18.08917197,93.30502477,1
aJKL0ahn1Dk,1,"[['Happy'], ['Fear'], ['Fear']]",20084,7.515923567,6.518046709,19.70276008,93.30502477,1
aJKL0ahn1Dk,1,"[['Happy'], ['Fear'], ['Fear']]",20090,7.515923567,6.518046709,21.3163482,93.30502477,1
aJKL0ahn1Dk,1,"[['Happy'], ['Fear'], ['Fear']]",20096,7.515923567,6.518046709,22.92993631,93.30502477,1
aJKL0ahn1Dk,1,"[['Happy'], ['Fear'], ['Fear']]",20102,8.535031847,6.55178108,25.73248408,93.30502477,1
aJKL0ahn1Dk,1,"[['Happy'], ['Fear'], ['Fear']]",20108,10.06369427,6.602382637,26.34394904,93.30502477,1
aJKL0ahn1Dk,1,"[['Happy'], ['Fear'], ['Fear']]",20114,10.06369427,6.602382637,26.75159236,93.30502477,1
aJKL0ahn1Dk,1,"[['Happy'], ['Fear'], ['Fear']]",20120,10.06369427,6.602382637,26.75159236,93.30502477,1
aJKL0ahn1Dk,1,"[['Happy'], ['Fear'], ['Fear']]",20126,10.06369427,6.602382637,26.75159236,93.30502477,1
aJKL0ahn1Dk,1,"[['Happy'], ['Fear'], ['Fear']]",20132,10.06369427,6.602382637,26.75159236,93.30502477,1
aJKL0ahn1Dk,1,"[['Happy'], ['Fear'], ['Fear']]",20138,10.06369427,6.602382637,26.75159236,93.30502477,1
aJKL0ahn1Dk,1,"[['Happy'], ['Fear'], ['Fear']]",20144,10.06369427,6.602382637,26.75159236,93.30502477,1
aJKL0ahn1Dk,1,"[['Happy'], ['Fear'], ['Fear']]",20150,10.06369427,6.602382637,26.75159236,93.30502477,1
aJKL0ahn1Dk,1,"[['Happy'], ['Fear'], ['Fear']]",20156,10.06369427,6.602382637,26.75159236,93.30502477,1
aJKL0ahn1Dk,1,"[['Happy'], ['Fear'], ['Fear']]",20162,10.06369427,6.602382637,26.75159236,93.30502477,1
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Happy']]",20078,22.80254777,3.347487615,25.35031847,96.24911536,2
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Happy']]",20084,22.80254777,3.347487615,25.01800055,96.24911536,2
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Happy']]",20090,22.80254777,3.347487615,24.68568264,96.24911536,2
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Happy']]",20096,22.80254777,3.347487615,24.35336472,96.24911536,2
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Happy']]",20102,22.80254777,3.347487615,24.0210468,96.24911536,2
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Happy']]",20108,22.80254777,3.347487615,23.68872888,96.24911536,2
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Happy']]",20114,22.80254777,3.347487615,23.35641097,96.24911536,2
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Happy']]",20120,22.80254777,3.347487615,23.02409305,96.24911536,2
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Happy']]",20126,22.80254777,3.259768317,22.80254777,96.33683466,2
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Happy']]",20132,22.80254777,2.996610422,22.80254777,96.59999255,2
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Happy']]",20138,22.80254777,2.733452527,22.80254777,96.86315045,2
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Happy']]",20144,22.80254777,2.470294633,22.80254777,97.12630834,2
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Happy']]",20150,22.80254777,2.207136738,22.80254777,97.38946623,2
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Happy']]",20156,22.80254777,1.943978843,22.80254777,97.65262413,2
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Happy']]",20162,22.80254777,1.680820948,22.80254777,97.91578202,2
aJKL0ahn1Dk,1,"[['Neutral'], ['Fear'], ['Neutral']]",20078,51.71974522,3.121019108,17.8343949,94.4373673,4
aJKL0ahn1Dk,1,"[['Neutral'], ['Fear'], ['Neutral']]",20084,51.47837747,3.085260923,17.8343949,94.4373673,4
aJKL0ahn1Dk,1,"[['Neutral'], ['Fear'], ['Neutral']]",20090,51.23700972,3.049502738,17.8343949,94.4373673,4
aJKL0ahn1Dk,1,"[['Neutral'], ['Fear'], ['Neutral']]",20096,50.99564197,3.013744552,17.8343949,94.4373673,4
aJKL0ahn1Dk,1,"[['Neutral'], ['Fear'], ['Neutral']]",20102,50.75427422,2.977986367,17.8343949,94.4373673,4
aJKL0ahn1Dk,1,"[['Neutral'], ['Fear'], ['Neutral']]",20108,50.51290647,2.942228182,17.8343949,94.4373673,4
aJKL0ahn1Dk,1,"[['Neutral'], ['Fear'], ['Neutral']]",20114,50.27153872,2.906469997,17.8343949,94.4373673,4
aJKL0ahn1Dk,1,"[['Neutral'], ['Fear'], ['Neutral']]",20120,50.1910828,2.894550602,17.8343949,94.4373673,4
aJKL0ahn1Dk,1,"[['Neutral'], ['Fear'], ['Neutral']]",20126,50.1910828,2.894550602,17.8343949,94.4373673,4
aJKL0ahn1Dk,1,"[['Neutral'], ['Fear'], ['Neutral']]",20132,50.1910828,2.894550602,17.8343949,94.4373673,4
aJKL0ahn1Dk,1,"[['Neutral'], ['Fear'], ['Neutral']]",20138,50.1910828,2.894550602,17.8343949,94.4373673,4
aJKL0ahn1Dk,1,"[['Neutral'], ['Fear'], ['Neutral']]",20144,50.1910828,2.894550602,17.8343949,94.4373673,4
aJKL0ahn1Dk,1,"[['Neutral'], ['Fear'], ['Neutral']]",20150,50.1910828,2.894550602,17.8343949,94.4373673,4
aJKL0ahn1Dk,1,"[['Neutral'], ['Fear'], ['Neutral']]",20156,50.1910828,2.894550602,17.8343949,94.4373673,4
aJKL0ahn1Dk,1,"[['Neutral'], ['Fear'], ['Neutral']]",20162,50.1910828,2.894550602,17.8343949,94.4373673,4
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Neutral']]",20078,71.08280255,6.518046709,17.8343949,89.22859165,3
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Neutral']]",20084,70.92189071,6.482288524,17.8343949,89.22859165,3
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Neutral']]",20090,70.76097888,6.446530339,17.8343949,89.22859165,3
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Neutral']]",20096,70.60006705,6.410772153,17.8343949,89.22859165,3
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Neutral']]",20102,70.43915521,6.375013968,17.8343949,89.22859165,3
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Neutral']]",20108,70.27824338,6.339255783,17.8343949,89.22859165,3
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Neutral']]",20114,70.11733155,6.303497597,17.8343949,89.22859165,3
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Neutral']]",20120,69.9948356,6.316061284,17.8343949,89.22859165,3
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Neutral']]",20126,69.8915476,6.352785907,17.8343949,89.22859165,3
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Neutral']]",20132,69.7882596,6.38951053,17.8343949,89.22859165,3
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Neutral']]",20138,69.6849716,6.426235152,17.8343949,89.22859165,3
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Neutral']]",20144,69.58168359,6.462959775,17.8343949,89.22859165,3
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Neutral']]",20150,69.47839559,6.499684398,17.8343949,89.22859165,3
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Neutral']]",20156,69.42675159,6.518046709,17.8343949,89.22859165,3
aJKL0ahn1Dk,1,"[['Happy'], ['Happy'], ['Neutral']]",20162,69.42675159,6.518046709,17.8343949,89.22859165,3
aJKL0ahn1Dk,1,"[['Neutral'], ['Happy'], ['Happy']]",20168,25.64149227,4.706298655,48.13466788,94.4373673,0
aJKL0ahn1Dk,1,"[['Neutral'], ['Happy'], ['Happy']]",20174,22.95541401,4.298655343,47.2611465,94.4373673,0
aJKL0ahn1Dk,1,"[['Neutral'], ['Happy'], ['Happy']]",20180,19.84713376,3.84571833,47.2611465,94.4373673,0
aJKL0ahn1Dk,1,"[['Neutral'], ['Happy'], ['Happy']]",20186,17.32484076,3.573956122,47.2611465,94.4373673,0
aJKL0ahn1Dk,1,"[['Neutral'], ['Happy'], ['Happy']]",20192,16.05095541,3.724935126,47.2611465,94.4373673,0
aJKL0ahn1Dk,1,"[['Neutral'], ['Happy'], ['Happy']]",20198,16.985138,3.800424628,45.69002123,94.4373673,0
aJKL0ahn1Dk,1,"[['Neutral'], ['Happy'], ['Happy']]",20204,20.12738854,3.800424628,42.5477707,94.4373673,0
aJKL0ahn1Dk,1,"[['Neutral'], ['Happy'], ['Happy']]",20210,24.56050955,3.800424628,42.03821656,94.4373673,0
aJKL0ahn1Dk,1,"[['Neutral'], ['Happy'], ['Happy']]",20216,29.14649682,3.891012031,40,94.4373673,0
aJKL0ahn1Dk,1,"[['Neutral'], ['Happy'], ['Happy']]",20222,32.12738854,3.891012031,40,94.4373673,0
aJKL0ahn1Dk,1,"[['Neutral'], ['Happy'], ['Happy']]",20228,32.99363057,3.800424628,41.40127389,94.4373673,0
aJKL0ahn1Dk,1,"[['Neutral'], ['Happy'], ['Happy']]",20234,32.99363057,3.800424628,42.5477707,94.4373673,0
aJKL0ahn1Dk,1,"[['Neutral'], ['Happy'], ['Happy']]",20240,33.36261805,3.706713522,42.5477707,94.4373673,0
aJKL0ahn1Dk,1,"[['Neutral'], ['Happy'], ['Happy']]",20246,33.73160553,3.613002416,42.5477707,94.4373673,0
aJKL0ahn1Dk,1,"[['Neutral'], ['Happy'], ['Happy']]",20252,34.10059302,3.51929131,42.5477707,94.4373673,0
aJKL0ahn1Dk,1,"[['Neutral'], ['Happy'], ['Happy']]",20258,34.4695805,3.425580204,42.5477707,94.4373673,0
aJKL0ahn1Dk,1,"[['Neutral'], ['Happy'], ['Happy']]",20264,34.77707006,3.347487615,42.78131635,94.4373673,0
aJKL0ahn1Dk,1,"[['Neutral'], ['Happy'], ['Happy']]",20270,34.77707006,3.347487615,44.22202002,94.4373673,0
aJKL0ahn1Dk,1,"[['Neutral'], ['Happy'], ['Happy']]",20276,34.77707006,3.347487615,45.85987261,94.4373673,0
aJKL0ahn1Dk,2,"[['Happy'], ['Happy'], ['Happy']]",23761,3.787103378,7.420675537,20.16376663,91.70931423,0
aJKL0ahn1Dk,2,"[['Happy'], ['Happy'], ['Happy']]",23767,3.787103378,7.420675537,20.16376663,91.70931423,0
aJKL0ahn1Dk,2,"[['Happy'], ['Happy'], ['Happy']]",23773,3.787103378,7.420675537,20.16376663,91.70931423,0
aJKL0ahn1Dk,2,"[['Happy'], ['Happy'], ['Happy']]",23779,3.787103378,7.420675537,20.16376663,91.70931423,0
aJKL0ahn1Dk,2,"[['Happy'], ['Happy'], ['Happy']]",23785,3.787103378,7.420675537,20.16376663,91.70931423,0
aJKL0ahn1Dk,2,"[['Neutral'], ['Surprise'], ['Surprise']]",23761,26.10030706,4.873194587,18.7308086,95.12680541,1
aJKL0ahn1Dk,2,"[['Neutral'], ['Surprise'], ['Surprise']]",23767,26.10030706,4.873194587,18.7308086,95.12680541,1
aJKL0ahn1Dk,2,"[['Neutral'], ['Surprise'], ['Surprise']]",23773,26.10030706,4.873194587,18.7308086,95.12680541,1
aJKL0ahn1Dk,2,"[['Neutral'], ['Surprise'], ['Surprise']]",23779,26.10030706,4.873194587,18.7308086,95.12680541,1
aJKL0ahn1Dk,2,"[['Neutral'], ['Surprise'], ['Surprise']]",23785,26.10030706,4.873194587,18.7308086,95.12680541,1
aJKL0ahn1Dk,2,"[['Neutral'], ['Fear'], ['Neutral']]",23761,57.1136131,5.964972137,17.604913,94.03502786,2
aJKL0ahn1Dk,2,"[['Neutral'], ['Fear'], ['Neutral']]",23767,57.1136131,5.964972137,17.604913,94.03502786,2
aJKL0ahn1Dk,2,"[['Neutral'], ['Fear'], ['Neutral']]",23773,57.1136131,5.964972137,17.604913,94.03502786,2
aJKL0ahn1Dk,2,"[['Neutral'], ['Fear'], ['Neutral']]",23779,57.1136131,5.964972137,17.604913,94.03502786,2
aJKL0ahn1Dk,2,"[['Neutral'], ['Fear'], ['Neutral']]",23785,57.1136131,5.964972137,17.604913,94.03502786,2
aJKL0ahn1Dk,2,"[['Happy'], ['Happy'], ['Happy']]",23761,75.12794268,9.786193563,17.50255885,89.3437962,3
aJKL0ahn1Dk,2,"[['Happy'], ['Happy'], ['Happy']]",23767,75.12794268,9.786193563,17.50255885,89.3437962,3
aJKL0ahn1Dk,2,"[['Happy'], ['Happy'], ['Happy']]",23773,75.12794268,9.786193563,17.50255885,89.3437962,3
aJKL0ahn1Dk,2,"[['Happy'], ['Happy'], ['Happy']]",23779,75.12794268,9.786193563,17.50255885,89.3437962,3
aJKL0ahn1Dk,2,"[['Happy'], ['Happy'], ['Happy']]",23785,75.12794268,9.786193563,17.50255885,89.3437962,3
aJKL0ahn1Dk,2,"[['Happy'], ['Happy'], ['Happy']]",23791,59.87717503,7.966564313,28.96622313,91.70931423,4
aJKL0ahn1Dk,2,"[['Happy'], ['Happy'], ['Happy']]",23797,60.39681915,7.966564313,28.44657901,91.70931423,4
aJKL0ahn1Dk,2,"[['Happy'], ['Happy'], ['Happy']]",23803,60.91646327,7.966564313,27.92693489,91.70931423,4
aJKL0ahn1Dk,2,"[['Happy'], ['Happy'], ['Happy']]",23809,61.43610739,7.966564313,27.40729076,91.70931423,4
aJKL0ahn1Dk,2,"[['Happy'], ['Happy'], ['Happy']]",23815,61.95575152,7.966564313,26.88764664,91.70931423,4
aJKL0ahn1Dk,2,"[['Happy'], ['Happy'], ['Happy']]",23821,62.47539564,7.966564313,26.36800252,91.70931423,4
aJKL0ahn1Dk,2,"[['Happy'], ['Happy'], ['Happy']]",23827,62.99503976,7.966564313,25.8483584,91.70931423,4
aJKL0ahn1Dk,2,"[['Happy'], ['Happy'], ['Happy']]",23833,63.25486182,7.966564313,25.58853634,91.70931423,4
aJKL0ahn1Dk,2,"[['Happy'], ['Happy'], ['Happy']]",23839,63.25486182,7.966564313,25.58853634,91.70931423,4
aJKL0ahn1Dk,2,"[['Happy'], ['Happy'], ['Happy']]",23845,63.25486182,7.966564313,25.58853634,91.70931423,4
aJKL0ahn1Dk,2,"[['Happy'], ['Happy'], ['Happy']]",23851,63.25486182,7.966564313,25.58853634,91.70931423,4
aJKL0ahn1Dk,2,"[['Happy'], ['Happy'], ['Happy']]",23857,9.723643808,6.874786762,41.28966223,92.39736154,2
aJKL0ahn1Dk,2,"[['Happy'], ['Happy'], ['Happy']]",23863,10.44012282,6.874786762,44.06345957,92.39736154,2
aJKL0ahn1Dk,2,"[['Happy'], ['Happy'], ['Happy']]",23869,12.93756397,6.874786762,51.62743091,92.39736154,2
aJKL0ahn1Dk,2,"[['Happy'], ['Happy'], ['Happy']]",23875,14.73899693,6.510860912,53.42886387,92.39736154,2
aJKL0ahn1Dk,2,"[['Happy'], ['Happy'], ['Happy']]",23881,16.81532388,6.406882098,55.06653019,92.39736154,2
aJKL0ahn1Dk,2,"[['Happy'], ['Happy'], ['Happy']]",23887,21.69907881,6.911179347,57.93244626,92.39736154,2
